23.32417	119.94533	22.319355	141.6138
23.32417	119.94533	22.319355	141.6138
23.32417	119.94533	22.319355	141.6138
35.589153	125.38284	10.5856285	126.7909
35.589153	125.38284	10.7475815	129.4745
19.021572	106.1388	10.7475815	129.4745
32.516872	116.93408	24.199093	122.56929
32.516872	116.93408	16.758228	124.6955
6.307251	88.457985	-1.2949524	114.49236
6.307251	88.457985	-1.2949524	114.49236
8.246357	354.60205	20.045933	318.8651
8.246357	354.60205	20.045933	318.8651
2.4533043	398.9945	-5.8461494	300.82837
2.4533043	398.9945	-5.8461494	300.82837
2.0024834	406.76923	27.563267	342.0837
2.0024834	406.76923	27.563267	342.0837
1.9463005	409.01663	9.356709	389.72842
1.9463005	409.01663	9.356709	389.72842
1.9463005	409.01663	9.356709	389.72842
2.077259	391.4342	-6.1500015	336.37
2.5470924	400.17572	-6.1500015	336.37
2.5470924	400.17572	-6.1500015	336.37
2.5470924	400.17572	-6.1500015	336.37
2.5470924	400.17572	-6.004574	320.90167
29.479504	398.1338	21.219715	310.12943
29.479504	398.1338	21.219715	310.12943
29.479504	398.1338	21.219715	310.12943
29.479504	398.1338	21.219715	310.12943
29.479504	398.1338	21.219715	310.12943
29.479504	398.1338	21.219715	310.12943
29.479504	398.1338	21.219715	310.12943
23.350933	419.80362	15.465656	361.0163
23.350933	419.80362	15.465656	361.0163
23.350933	419.80362	15.485447	350.80853
23.350933	419.80362	15.485447	350.80853
23.350933	419.80362	15.485447	350.80853
23.350933	419.80362	15.485447	350.80853
23.350933	419.80362	15.506138	358.09552
23.350933	419.80362	15.506138	358.09552
4.4928246	411.8545	16.301884	377.00543
4.4928246	411.8545	16.301884	377.00543
4.4928246	411.8545	16.266865	366.50583
5.002655	409.4927	16.266865	366.50583
5.002655	409.4927	16.266865	366.50583
19.53844	445.49246	17.5508	374.60355
19.53844	445.49246	17.5508	374.60355
16.804672	376.11835	17.5508	374.60355
19.82948	421.2218	11.648426	308.12134
19.82948	421.2218	11.701832	304.0834
19.82948	421.2218	11.701832	304.0834
19.82948	421.2218	11.701832	304.0834
19.82948	421.2218	-0.2571907	289.87347
19.82948	421.2218	-0.2571907	289.87347
19.82948	421.2218	-0.2571907	289.87347
28.097317	492.00107	1.4607811	410.5296
28.602245	493.73035	1.4607811	410.5296
28.602245	493.73035	1.5073624	410.74857
28.602245	493.73035	1.5073624	410.74857
29.067135	466.36563	1.5073624	410.74857
27.880543	416.82397	20.473843	402.7176
27.880543	416.82397	20.033627	352.65332
29.605366	391.0926	20.033627	352.65332
29.605366	391.0926	20.033627	352.65332
29.605366	391.0926	20.033627	352.65332
29.605366	391.0926	20.033627	352.65332
29.452793	495.37006	21.617626	403.2604
29.452793	495.37006	21.119999	379.99713
28.724499	440.2281	21.119999	379.99713
28.724499	440.2281	21.119999	379.99713
28.724499	440.2281	21.119999	379.99713
28.724499	440.2281	21.119999	379.99713
28.724499	440.2281	21.119999	379.99713
28.724499	440.2281	21.119999	379.99713
30.751545	418.66113	22.984638	310.66837
30.751545	418.66113	22.984638	310.66837
31.269978	436.9339	23.18623	317.51694
31.269978	436.9339	23.18623	317.51694
31.269978	436.9339	23.32671	323.2926
31.269978	436.9339	23.32671	323.2926
31.269978	436.9339	23.32671	323.2926
31.269978	436.9339	23.32671	323.2926
31.269978	436.9339	23.32671	323.2926
31.269978	436.9339	23.135471	289.5249
31.269978	436.9339	23.135471	289.5249
31.269978	436.9339	23.135471	289.5249
31.269978	436.9339	23.135471	289.5249
31.269978	436.9339	23.222256	292.87314
31.269978	436.9339	23.222256	292.87314
31.269978	436.9339	23.222256	292.87314
31.269978	436.9339	23.222256	292.87314
31.269978	436.9339	23.222256	292.87314
31.269978	436.9339	23.091679	308.4858
30.778728	408.51675	23.091679	308.4858
28.838345	491.74078	8.531425	389.72247
29.23695	445.82373	8.531425	389.72247
29.776241	419.26862	8.531425	389.72247
29.776241	419.26862	8.531425	389.72247
16.58847	362.4212	8.531425	389.72247
16.58847	362.4212	8.531425	389.72247
16.58847	362.4212	8.531425	389.72247
16.257603	355.35947	8.531425	389.72247
24.3596	445.9291	18.429676	407.62106
24.3596	445.9291	18.429676	407.62106
24.3596	445.9291	18.388256	407.64578
24.3596	445.9291	18.388256	407.64578
24.3596	445.9291	18.388256	407.64578
24.979107	464.14066	18.19794	402.07043
24.91927	447.92322	18.19794	402.07043
24.91927	447.92322	18.147526	400.7947
24.91927	447.92322	18.168896	400.3895
25.004871	459.36087	18.168896	400.3895
25.004871	459.36087	18.168896	400.3895
25.034985	453.73914	18.168896	400.3895
25.034985	453.73914	18.168896	400.3895
25.52898	471.91434	5.778984	405.92245
25.52898	471.91434	5.778984	405.92245
25.52898	471.91434	5.778984	405.92245
25.52898	471.91434	5.778984	405.92245
25.52898	471.91434	5.778984	405.92245
25.52898	471.91434	5.778984	405.92245
25.52898	471.91434	5.778984	405.92245
26.520878	474.13986	18.423344	334.82748
26.03928	462.66656	17.988522	335.37396
26.03928	462.66656	17.988522	335.37396
26.03928	462.66656	17.988522	335.37396
23.114521	391.48843	15.331257	383.1636
23.114521	391.48843	15.331257	383.1636
23.16048	404.75974	15.331257	383.1636
23.16048	404.75974	15.331257	383.1636
23.16048	404.75974	15.331257	383.1636
4.155834	427.83817	15.331257	383.1636
4.155834	427.83817	15.331257	383.1636
4.155834	427.83817	15.331257	383.1636
4.155834	427.83817	15.331257	383.1636
19.86559	440.18042	15.451748	361.95218
19.86559	440.18042	15.223125	363.16168
9.117832	435.9284	15.223125	363.16168
9.117832	435.9284	15.223125	363.16168
11.692692	436.45987	15.7464485	364.89764
12.310825	412.5215	15.7464485	364.89764
12.310825	412.5215	15.7464485	364.89764
12.310825	412.5215	15.7464485	364.89764
14.4963875	417.34253	5.9575386	318.55164
14.4963875	417.34253	5.9575386	318.55164
14.4963875	417.34253	5.9575386	318.55164
14.4963875	417.34253	5.9575386	318.55164
14.323357	416.0438	17.858631	390.7328
14.323357	416.0438	17.858631	390.7328
14.323357	416.0438	17.858631	390.7328
14.305046	433.2161	17.858631	390.7328
14.162003	420.10437	10.259384	352.6117
26.503094	422.60324	10.259384	352.6117
26.338512	424.9558	10.259384	352.6117
14.144779	420.19247	20.322735	350.39078
14.204838	412.3457	20.322735	350.39078
14.204838	412.3457	19.541546	379.20792
14.239426	421.99738	19.541546	379.20792
14.306252	431.92026	19.381687	401.0402
14.306252	431.92026	19.381687	401.0402
14.306252	431.92026	19.381687	401.0402
14.306252	431.92026	5.961502	316.81018
